c1.diseaseId	c1.name	c1.STY	c1.MESH	c1.diseaseClassName	c1.doName	c1.type	c1.OMIM	c2.symbol	c2.geneId	c2.uniprotId	c2.description	c2.DPI	c2.DSI	c2.pantherName	c0.score	c0.EI	c0.Npmids	c0.Nsnps	c0.source	c3.Ndiseases
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GNAI3	2773	P08754	G protein subunit alpha i3	0.393	0.602	enzyme modulator	0.002407028523288	null	1	1	ALL	52
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	AMY2A	279	P04746	amylase, alpha 2A (pancreatic)	0.321	0.779	hydrolase	0.002407028523288	null	1	0	ALL	9
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TPRG1	285386	Q6ZUI0	tumor protein p63 regulated 1	0.036	1.0	null	0.002407028523288	null	1	0	ALL	1
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GRIN1	2902	Q05586	glutamate ionotropic receptor NMDA type subunit 1	0.464	0.598	null	0.002407028523288	null	1	0	ALL	54
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	UBQLN1	29979	Q9UMX0	ubiquilin 1	0.321	0.68	null	0.002407028523288	null	1	0	ALL	24
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HIST1H1C	3006	P16403	histone cluster 1 H1 family member c	0.143	0.838	nucleic acid binding	0.002407028523288	null	1	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CFH	3075	P08603	complement factor H	0.893	0.444	null	0.002407028523288	null	1	0	ALL	250
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HLA-DQA1	3117	P01909	major histocompatibility complex, class II, DQ alpha 1	0.857	0.446	defense/immunity protein	0.002407028523288	null	1	0	ALL	244
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HRH1	3269	P35367	histamine receptor H1	0.464	0.636	receptor	0.002407028523288	null	1	0	ALL	37
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HTR2C	3358	P28335	5-hydroxytryptamine receptor 2C	0.536	0.528	receptor	0.002407028523288	null	1	0	ALL	108
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IL2	3558	P60568	interleukin 2	0.929	0.356	signaling molecule	0.002407028523288	null	1	0	ALL	596
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ITGB2	3689	P05107	integrin subunit beta 2	0.821	0.465	cell adhesion molecule; extracellular matrix protein; receptor	0.002407028523288	null	1	0	ALL	201
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ARNT	405	P27540	aryl hydrocarbon receptor nuclear translocator	0.571	0.587	transcription factor	0.002407028523288	null	1	0	ALL	60
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR133A1	406922	null	microRNA 133a-1	0.25	0.838	null	0.002407028523288	null	1	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR133A2	406923	null	microRNA 133a-2	0.143	0.889	null	0.002407028523288	null	1	0	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MMP1	4312	P03956	matrix metallopeptidase 1	0.821	0.385	null	0.002407028523288	null	1	0	ALL	447
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATP8	4509	P03928	ATP synthase F0 subunit 8	0.536	0.626	transporter; hydrolase	0.002407028523288	null	1	0	ALL	41
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNC	4511	null	tRNA	0.393	0.631	null	0.002407028523288	null	1	0	ALL	39
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	COX3	4514	P00414	cytochrome c oxidase III	0.643	0.51	oxidoreductase	0.002407028523288	null	1	0	ALL	129
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MTHFD1	4522	P11586	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	0.714	0.569	ligase	0.002407028523288	null	1	0	ALL	72
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ND4L	4539	P03901	NADH dehydrogenase, subunit 4L (complex I)	0.429	0.636	oxidoreductase	0.002407028523288	null	1	0	ALL	37
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ND6	4541	P03923	NADH dehydrogenase, subunit 6 (complex I)	0.571	0.501	null	0.002407028523288	null	1	0	ALL	141
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RNR1	4549	A0A0C5B5G6	s-rRNA	0.679	0.604	null	0.002407028523288	null	1	0	ALL	51
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNF	4558	null	tRNA	0.5	0.535	null	0.002407028523288	null	1	0	ALL	101
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNH	4564	null	tRNA	0.5	0.572	null	0.002407028523288	null	1	0	ALL	70
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNK	4566	null	tRNA	0.643	0.519	null	0.002407028523288	null	1	0	ALL	118
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNL1	4567	null	tRNA	0.607	0.489	null	0.002407028523288	null	1	0	ALL	159
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNL2	4568	null	tRNA	0.464	0.721	null	0.002407028523288	null	1	0	ALL	16
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNM	4569	null	tRNA	0.25	0.79	null	0.002407028523288	null	1	0	ALL	8
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNN	4570	null	tRNA	0.321	0.804	null	0.002407028523288	null	1	0	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNP	4571	null	tRNA	0.357	0.664	null	0.002407028523288	null	1	0	ALL	28
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNQ	4572	null	tRNA	0.5	0.543	null	0.002407028523288	null	1	0	ALL	93
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNR	4573	null	tRNA	0.286	0.804	null	0.002407028523288	null	1	0	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNS1	4574	null	tRNA	0.536	0.53	null	0.002407028523288	null	1	0	ALL	106
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNS2	4575	null	tRNA	0.5	0.529	null	0.002407028523288	null	1	0	ALL	107
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNV	4577	null	tRNA	0.357	0.616	null	0.002407028523288	null	1	0	ALL	45
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNW	4578	null	tRNA	0.571	0.544	null	0.002407028523288	null	1	0	ALL	92
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRNY	4579	null	tRNA	0.321	0.804	null	0.002407028523288	null	1	0	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NBN	4683	O60934	nibrin	0.821	0.452	nucleic acid binding	0.002407028523288	null	1	0	ALL	230
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NEFM	4741	P07197	neurofilament medium	0.536	0.654	cytoskeletal protein; structural protein	0.002407028523288	null	1	1	ALL	31
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	OTX2	5015	P32243	orthodenticle homeobox 2	0.607	0.506	transcription factor; nucleic acid binding	0.002407028523288	null	1	0	ALL	134
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PLXNA2	5362	O75051	plexin A2	0.643	0.584	signaling molecule; transferase; kinase; receptor	0.002407028523288	null	1	0	ALL	62
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PPP3CA	5530	Q08209	protein phosphatase 3 catalytic subunit alpha	0.786	0.56	calcium-binding protein; phosphatase; hydrolase	0.002407028523288	null	1	0	ALL	79
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	B2M	567	P61769	beta-2-microglobulin	0.786	0.474	defense/immunity protein	0.002407028523288	null	1	0	ALL	185
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PAK5	57144	Q9P286	p21 (RAC1) activated kinase 5	0.429	0.676	null	0.002407028523288	null	1	0	ALL	25
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	BAD	572	Q92934	BCL2 associated agonist of cell death	0.679	0.573	null	0.002407028523288	null	1	0	ALL	69
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RAC2	5880	P15153	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	0.643	0.594	enzyme modulator	0.002407028523288	null	1	0	ALL	56
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RNR2	6053	null	RNA, ribosomal 45S cluster 2	0.036	1.0	null	0.002407028523288	null	1	0	ALL	1
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATXN1	6310	P54253	ataxin 1	0.571	0.511	null	0.002407028523288	null	1	0	ALL	128
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NEUROG2	63973	Q9H2A3	neurogenin 2	0.179	0.838	transcription factor; nucleic acid binding	0.002407028523288	null	1	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NOD2	64127	Q9HC29	nucleotide binding oligomerization domain containing 2	0.893	0.42	transcription factor; nucleic acid binding	0.002407028523288	null	1	0	ALL	315
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	KANSL1-AS1	644246	null	KANSL1 antisense RNA 1	0.036	1.0	null	0.002407028523288	null	1	0	ALL	1
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SLIT3	6586	O75094	slit guidance ligand 3	0.5	0.654	null	0.002407028523288	null	1	0	ALL	31
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SYN1	6853	P17600	synapsin I	0.393	0.61	cytoskeletal protein; membrane traffic protein	0.002407028523288	null	1	0	ALL	48
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TNFRSF1A	7132	P19438	TNF receptor superfamily member 1A	0.893	0.419	receptor	0.002407028523288	null	1	0	ALL	318
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	C3	718	P01024	complement C3	0.857	0.482	defense/immunity protein; signaling molecule; enzyme modulator	0.002407028523288	null	1	0	ALL	170
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	WFS1	7466	O76024	wolframin ER transmembrane glycoprotein	0.643	0.506	null	0.002407028523288	null	1	0	ALL	134
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CAPN2	824	P17655	calpain 2	0.714	0.621	calcium-binding protein; protease; hydrolase	0.002407028523288	null	1	0	ALL	43
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CBS	875	P0DN79;P35520	cystathionine-beta-synthase	0.821	0.456	isomerase; lyase; hydrolase	0.002407028523288	null	1	0	ALL	220
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FTMT	94033	Q8N4E7	ferritin mitochondrial	0.321	0.709	storage protein	0.002407028523288	null	1	0	ALL	18
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PHACTR2	9749	O75167	phosphatase and actin regulator 2	0.143	0.86	enzyme modulator	0.002407028523288	null	1	1	ALL	4
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	KEAP1	9817	Q14145	kelch like ECH associated protein 1	0.679	0.549	null	0.002407028523288	null	1	0	ALL	88
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CSF2	1437	P04141	colony stimulating factor 2	0.893	0.35	signaling molecule	0.0021978142737048	0.875	8	0	ALL	631
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ALDH1A1	216	P00352	aldehyde dehydrogenase 1 family member A1	0.714	0.519	oxidoreductase	0.0021978142737048	1.0	8	0	ALL	118
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GABPA	2551	Q06546	GA binding protein transcription factor alpha subunit	0.857	0.446	transcription factor; signaling molecule; nucleic acid binding	0.0021978142737048	0.875	8	0	ALL	244
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	UBE2K	3093	P61086	ubiquitin conjugating enzyme E2 K	0.536	0.628	null	0.0021978142737048	0.875	8	0	ALL	40
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HSPA8	3312	P11142	heat shock protein family A (Hsp70) member 8	0.75	0.56	null	0.0021978142737048	1.0	8	0	ALL	79
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LAMC2	3918	Q13753	laminin subunit gamma 2	0.893	0.4	extracellular matrix protein; receptor	0.0021978142737048	0.875	8	0	ALL	385
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DNAH8	1769	Q96JB1	dynein axonemal heavy chain 8	0.893	0.409	cytoskeletal protein; hydrolase	0.0019230874894917	1.0	7	0	ALL	351
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TREM2	54209	Q9NZC2	triggering receptor expressed on myeloid cells 2	0.643	0.49	defense/immunity protein; receptor	0.0019230874894917	0.857	7	1	ALL	158
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HPGDS	27306	O60760	hematopoietic prostaglandin D synthase	0.857	0.409	null	0.0016483607052786	1.0	6	0	ALL	352
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	UBE2S	27338	Q16763	ubiquitin conjugating enzyme E2 S	0.536	0.631	null	0.0016483607052786	0.833	6	0	ALL	39
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ANG	283	P03950	angiogenin	0.714	0.513	enzyme modulator; nucleic acid binding; hydrolase	0.0016483607052786	0.833	6	2	ALL	126
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GPR37	2861	O15354	G protein-coupled receptor 37	0.107	0.779	receptor	0.0016483607052786	1.0	6	0	ALL	9
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LY6E	4061	Q16553	lymphocyte antigen 6 family member E	0.607	0.582	null	0.0016483607052786	0.667	6	0	ALL	63
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SMPD1	6609	P17405	sphingomyelin phosphodiesterase 1	0.786	0.509	hydrolase	0.0016483607052786	1.0	6	3	ALL	131
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MTG1	92170	Q9BT17	mitochondrial ribosome associated GTPase 1	0.75	0.502	signaling molecule; enzyme modulator; hydrolase	0.0016483607052786	0.833	6	0	ALL	140
